Association_ID	Microbe	Disease	Score	Pmid	Type	Position	Tendency	mtype	dtype
MBP00003446	Bacteroides	Hyperlipidemia	-0.215247159	29566154	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003447	Avian myeloblastosis virus	Anemia	1.199403865	NCIT C14247	Virus	Other	Increase	microbe	disease
MBP00003448	Lactobacillus ruminis	Non-alcoholic steatohepatitis	0.555679118	29379536	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003449	Porphyromonas	Hepatitis b infection	0.285883806	26606973	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003450	Rahnella	Colorectal cancer	-0.674959431	25699023	Bacteria	Other	Decrease	microbe	disease
MBP00003451	Ruminococcaceae	Congenital short bowel syndrome	-0.302119008	28425133	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003452	Bacillus	Colorectal adenocarcinoma	-0.424959431	28018861	Bacteria	Other	Decrease	microbe	disease
MBP00003453	Geotrichum spp	Myoclonic cerebellar dyssynergia	2.699837726	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00003454	Roseburia	Multiple sclerosis	-0.241860992	26367776	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003455	Peptostreptococcus	Aggressive periodontitis	0.325474429	25814980	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003456	Coxsackie b virus	Heart failure	1.000433861	NCIT C112243	Virus	Other	Increase	microbe	disease
MBP00003457	Ruminococcaceae	Obesity	-0.302119008	29280312	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003458	Butyrate-producing bacterium art55/1	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003459	Gemella	Trichomonas vaginitis	0.349701933	23482642	Bacteria	Vagina	Increase	microbe	disease
MBP00003460	Coprococcus	Non-alcoholic steatohepatitis	-0.280013532	23055155	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003461	Leptotrichia wadei	Dental caries	0.599701933	28507066	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003462	Citrobacter	Bacteria vaginosis	0.380936617	18717638	Bacteria	Cervix	Increase	microbe	disease
MBP00003463	Alcaligenaceae	Cystic fibrosis	-0.449186935	28279152	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003464	Megamonas	Major depressive episode	0.436398804	25882912	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003465	Methylobacterium	Colorectal cancer	-0.555679118	22761885	Bacteria	Other	Decrease	microbe	disease
MBP00003466	Haemophilus influenzae	Pneumonia	2.098211595	NCIT C86431	Virus	Other	Increase	microbe	disease
MBP00003467	Neisseria	Asthma	-0.309359932	25329665	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003468	Prevotella nigrescens	Atrophic gastritis	-0.480421619	28587343	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003469	Coprococcus	Pulmonary tuberculosis	0.280013532	29322681	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003470	Kingella	Chronic obstructive pulmonary disease	1.000433861	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003471	Lactobacillus sakei	Chronic obstructive pulmonary disease	-0.599701933	23874580	Bacteria	Respiratory tract	Decrease	microbe	disease
MBP00003472	Lactobacillus crispatus	Obesity	-0.367347201	26269625	Bacteria	Cervix	Decrease	microbe	disease
MBP00003473	Anaerostipes hadrus	Sclerosing cholangitis	-0.599701933	27670376	Bacteria	Other	Decrease	microbe	disease
MBP00003474	Dialister	Interstitial cystitis	-0.28894242	22974186	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00003475	Corynebacterium macginleyi	Panophthalmitis	1.000433861	NCIT C86315	Bacteria	Other	Increase	microbe	disease
MBP00003476	Streptococcus gallolyticus	Pasteurella hemorrhagic septicemia	1.111358236	NCIT C86791	Bacteria	Other	Increase	microbe	disease
MBP00003477	Peptostreptococcaceae	Dental caries	0.380936617	26442950	Bacteria	Biofilm	Increase	microbe	disease
MBP00003478	Peptoniphilus	Kidney stone	-0.424959431	27115405	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003479	Arcanobacterium haemolyticum	Peritonsillar abscess	2.222716471	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003480	Acanthamoeba	Granulomatous dermatitis	1.111358236	NCIT C118934	Bacteria	Other	Increase	microbe	disease
MBP00003481	Spirochaeta spp 	Vincent angina bacteria	2.699837726	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003482	Anaerococcus tetradius	Cervical carcinoma	0.674959431	26574055	Bacteria	Vagina	Increase	microbe	disease
MBP00003483	Actinobacteria	Bullous pemphigoid	-0.361141305	28418589	Bacteria	Skin and soft tissue	Decrease	microbe	disease
MBP00003484	Oribacterium	Chronic kidney disease	-0.396473593	28588309	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003485	Eubacterium	Systemic lupus erythematosus	0.313169924	27980687	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003486	Corynebacterium	Chronic obstructive pulmonary disease	0.305679118	23874580	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003487	Neisseria meningitidis	Oral tuberculosis	-0.480421619	30054809	Bacteria	Other	Decrease	microbe	disease
MBP00003488	Leptotrichia	Sjogren syndrome	-0.298671937	27087247	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003489	Anaerostipes	Heart failure	0.361141305	29330424	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003490	Malassezia restricta	Psoriasis	1.573333301	18616765	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003491	Streptococcus anginosus (milleri) group	Peritonsillar abscess	2.222716471	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003492	Leptotrichia	Urinary tract infection	0.597343874	NCIT C86014	Bacteria	Other	Increase	microbe	disease
MBP00003493	Aerococcus urinae	Sepsis	1.048888867	NCIT C86122	Bacteria	Other	Increase	microbe	disease
MBP00003494	Alistipes shahii	Systemic lupus erythematosus	-0.50021693	29196292	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003495	Enterococcus	Ulcerative colitis	0.0	28852861	Bacteria	Other	Increase	microbe	disease
MBP00003496	Leptotrichia	Chronic obstructive pulmonary disease	0.597343874	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003497	Bifidobacterium	Protracted bacteria bronchitis	0.213684921	29984544	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003498	Coprococcus	Mucocutaneous lymph node syndrome	0.280013532	26322033	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003499	Jc virus	Viral encephalitis	2.222716471	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00003500	Campylobacter upsaliensis	Infection	0.927369843	NCIT C86238	Bacteria	Other	Increase	microbe	disease
MBP00003501	Chloroflexi	Colon adenocarcinoma	0.555679118	27194068	Bacteria	Other	Increase	microbe	disease
MBP00003502	Staphylococcus aureus	Acute chest syndrome	1.056385049	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003503	Lactobacillales	Crohn's disease	-0.463684921	22846404	Bacteria	Gastrointestinal tract		microbe	disease
MBP00003504	Oribacterium	Tuberculosis	0.396473593	23365674	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003505	Mucor racemosus	Atherosclerosis	0.674959431	29124969	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003506	Ruminococcus bromii	Ulcerative colitis	-0.40516412	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00003507	Mycobacterium kansasii	Tuberculosis	1.000433861	NCIT C85543	Bacteria	Other	Increase	microbe	disease
MBP00003508	Asteroleplasma	Ulcerative colitis	-1.199403865	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00003509	Viridans streptococci	Panophthalmitis	2.699837726	29955859	Bacteria	Eye	Increase	microbe	disease
MBP00003510	Streptococcus	Colorectal cancer	0.0	21850056	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003511	Escherichia coli	Aggressive periodontitis	-0.285883806	25487558	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003512	Peptoniphilus	Non-alcoholic steatohepatitis	0.424959431	23055155	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003513	Clostridium oroticum	Ulcerative colitis	-0.674959431	27824645	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003514	Actinomycetales	Type 2 diabetes	-0.555679118	23300163	Bacteria	Foot		microbe	disease
MBP00003515	Bacteroides coprophilus	Multiple sclerosis	-0.599701933	26367776	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003516	Gemella	Mouth neoplasm	0.349701933	21205002	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003517	Eubacterium minutum	Periodontitis	0.674959431	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003518	Prevotella	Alcoholic pancreatitis	-0.160733219	29555983	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003519	Cysticercosis	Encephalopathy	1.048888867	NCIT C34520	Bacteria	Other	Increase	microbe	disease
MBP00003520	Erysipelotrichaceae	Type 2 diabetes	-0.424959431	23023125	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003521	Filifactor	Cirrhosis of liver	0.480421619	26606973	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003522	Gemella morbillorum	Aphthous ulcer	0.449186935	17600533	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003523	Odoribacter	Cystic fibrosis	-0.361141305	28279152	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003524	Klebsiella	Oligoasthenoteratozoospermia	0.31711849	29500854	Bacteria	Genitals	Increase	microbe	disease
MBP00003525	Gemella	Cystic fibrosis	-0.349701933	29445257	Bacteria	Throat	Decrease	microbe	disease
MBP00003526	Streptococcaceae	Non-alcoholic fatty liver disease	0.463684921	28823367	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003527	Clostridiaceae	Aggressive periodontitis	-0.524444434	28260061	Bacteria	Other	Decrease	microbe	disease
MBP00003528	Selenomonas	Rheumatoid arthritis	0.355271031	22576262	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003529	Clavibacter michiganensis	Mouth neoplasm	0.674959431	18033835	Bacteria	Other	Increase	microbe	disease
MBP00003530	Paraprevotella	Atopic eczema	0.41461126	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003531	Saccharomyces cerevisiae	Inflammatory bowel disease	-0.555679118	26843508	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003532	Aspergillus oryzae	Skin wound	2.699837726	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003533	Staphylococcus aureus	Lymphadenitis	1.056385049	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003534	Eggerthella	Congenital short bowel syndrome	-0.678707523	28501098	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003535	Limnobacter	Crohn's disease	-0.674959431	26574491	Bacteria	Other	Decrease	microbe	disease
MBP00003536	Clostridium glycolicum	Pectobacterium carotovorum infection	1.349918863	NCIT C86280	Bacteria	Other	Increase	microbe	disease
MBP00003537	Flavobacterium	Constipation	0.449186935	26460205	Bacteria	Other	Increase	microbe	disease
MBP00003538	Bacteroides	Pancreatitis	0.215247159	29423379	Bacteria	Bloodstream	Increase	microbe	disease
MBP00003539	Bulleidia moorei	Obesity	0.480421619	29576948	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003540	Geminicoccus	Vitiligo	0.674959431	26758568	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003541	Caulobacteriaceae	Crohn's disease	0.674959431	26574491	Bacteria	Other	Increase	microbe	disease
MBP00003542	Mycobacterium avium intracellulare complex	Viral pneumonia	2.699837726	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003543	Escherichia	Pouchitis	0.0	20845425	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003544	Yersinia	Cirrhosis of liver	0.599701933	26606973	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003545	Corynebacterium xerosis	Endocarditis	1.000433861	NCIT C86326	Bacteria	Other	Increase	microbe	disease
MBP00003546	Clostridium cluster iv	Parkinson's disease	0.396473593	29501802	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003547	Balantidium coli	Infection	1.199403865	NCIT C122246	Bacteria	Other	Increase	microbe	disease
MBP00003548	Streptococcus sanguinis	Celiac disease	0.380936617	24657864	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003549	Lautropia	Periodontitis	-0.524444434	27262209	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003550	Klebsiella pneumoniae	Viral pneumonia	1.658445041	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003551	Centipeda periodontii	Chronic obstructive pulmonary disease	-0.674959431	23874580	Bacteria	Respiratory tract	Decrease	microbe	disease
MBP00003552	Cyclospora	Diarrhea	1.048888867	NCIT C122047	Bacteria	Other	Increase	microbe	disease
MBP00003553	Aeromonas	Ischemia	0.480421619	25865706	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003554	Coxiella burnetii	Q fever	1.349918863	NCIT C86328	Bacteria	Other	Increase	microbe	disease
MBP00003555	Cutibacterium (propionibacterium) acnes	Infection	2.097777735	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003556	Vivictivallis	Ulcerative colitis	-0.555679118	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00003557	Ruminococcus torques	Ulcerative colitis	0.463684921	20648002	Bacteria	Other	Increase	microbe	disease
MBP00003558	Faecalibacterium	Encephalopathy	-0.237912425	29923681	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003559	Aerococcus urinae	Urgency urinary incontinence	0.524444434	25006228	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003560	Paracoccus	Pancreatitis	0.50021693	29423379	Bacteria	Bloodstream	Increase	microbe	disease
MBP00003561	Pseudomonas spp	Pyelonephritis	1.854739686	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003562	Staphylococcus haemolyticus	Prosthesis-related infections	1.048888867	NCIT C86761	Bacteria	Other	Increase	microbe	disease
MBP00003563	Lactobacillus	Dental caries	0.197838177	28979798	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003564	Halothiobacillus	Schizophrenia	0.674959431	28442250	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003565	Peptostreptococcus	Crohn's disease	0.325474429	28852861	Bacteria	Other	Increase	microbe	disease
MBP00003566	Oscillibacter	Major depressive episode	0.81032824	25882912	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003567	Lactobacillus iners	Vaginal inflammation	-0.40516412	21287345	Bacteria	Vagina	Decrease	microbe	disease
MBP00003568	Parabacteroides distasonis	Crohn's disease	0.463684921	29533950	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003569	Human herpesvirus 6	Viral encephalitis	2.699837726	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00003570	Streptococcus intermedius	Aphthous ulcer	-0.424959431	17600533	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003571	Human herpesvirus 7	Viral encephalitis	2.699837726	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00003572	Enterobacteriaceae	Inflammatory bowel disease	0.256934967	25939040	Bacteria	Other	Increase	microbe	disease
MBP00003573	Bacteroidaceae	Cirrhosis of liver	-0.898373869	21574172	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003574	Hmpv	Bronchiolitis	2.222716471	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00003575	Scedosporium boydii	Scedosporiosis	1.349918863	NCIT C127744	Bacteria	Other	Increase	microbe	disease
MBP00003576	Haemophilus	Protracted bacteria bronchitis	0.27719328	29600046	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003577	Kingella oralis	Periodontitis	1.199403865	NCIT C86452	Bacteria	Other	Increase	microbe	disease
MBP00003578	Clostridium spp	Abdominal abscess	2.000867722	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003579	Streptococcus sanguinis	Periodontitis	-0.761873233	23303375	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003580	Eubacterium	Ulcerative colitis	-0.313169924	29462845	Bacteria	Other	Decrease	microbe	disease
MBP00003581	Fusobacterium	Hiv infection	0.241860992	24451087	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003582	Prevotella nanceiensis	Obesity	0.555679118	29576948	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003583	Prevotella salivae	Dental caries	0.555679118	27898021	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003584	Bacteroides coprophilus	Type 2 diabetes	0.599701933	28008148	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003585	Ruminococcus	Parkinson's disease	-0.259269974	28536926	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003586	Alloprevotella rava	Obesity	0.674959431	29576948	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003587	Lasiosphaeriaceae	Cirrhosis of liver	-0.674959431	28578302	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003588	Human immunodefciency virus	Pelvic inflamm atory disease	2.699837726	29955859	Virus	Genitals	Increase	microbe	disease
MBP00003589	Naegleria fowleri	Meningoencephalitis	1.111358236	NCIT C123523	Parasite	Other	Increase	microbe	disease
MBP00003590	Staphylococcus aureus	Panophthalmitis	1.056385049	29955859	Bacteria	Eye	Increase	microbe	disease
MBP00003591	Prevotella dentalis	Chronic rhinosinusitis	0.599701933	28005692	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00003592	Enterobacteriaceae	Systemic inflammatory response syndrome	-0.256934967	19783002	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003593	Pseudomonas spp	Subdural empyema	1.854739686	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00003594	Firmicutes	Mouth neoplasm	-0.355271031	24887397	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003595	Adenovirus	Viral encephalitis	1.699837726	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00003596	Mycobacterium	Crohn's disease	-0.50021693	26574491	Bacteria	Other	Decrease	microbe	disease
